Date,Title,Description,Duration,Links,Places
2023-06-07,"Lib Dem ambulance claims, affordable rent and goat meat","The Liberal Democrats say 120 people a day in England died last year whilst waiting for an ambulance. We investigate whether the claim stands up to scrutiny. Also Rishi Sunak's pandemic-era scheme Eat Out To Help Out is back in the spotlight. How much did it really contribute to a second wave of infections? We look at a claim that no single woman in England on an average salary can afford to rent a home of her own. And Jonathan Agnew said on Test Match Special that goat is the most eaten meat in the world. Is he right?
Presenter: Tim HarfordSeries Producer: Jon BithreyReporters: Jo Casserly, Nathan GowerEditor: Richard VadonSound Engineer: James BeardProduction Co-ordinator: Brenda Brown
(Woman looking for a flat to rent. Credit: Oscar Wong/Getty images)",29 minutes,https://www.bbc.co.uk/programmes/p0fsnzlc,"['Democrats', 'England', 'England']"
2023-06-03,A short history of data,"We live in a world where data is everywhere – informing if not governing our lives. But this wealth of data didn’t just turn up overnight. Tim Harford talks to academics Chris Wiggins and Matthew Jones, whose new book How Data Happened aims to explain how the world we know today has been shaped by not just technological developments but battles around how emerging sources of data should be utilised.",10 minutes,https://www.bbc.co.uk/programmes/p0fs0728,[]
2023-05-31,"Food prices, net migration and beef about beef","Does Britain really have the most affordable food in Europe? That's a recent claim of the President of the National Farmers' Union. We ask if it's true and look in detail at what is driving rising food prices in the UK. We also try and make sense of the latest net migration figures, ask if dating apps are making Gen Z more single and explain why a correction to a correction on Radio 4's Farming Today wasn't quite right.",30 minutes,https://www.bbc.co.uk/programmes/p0frb33q,"['Britain', 'Europe', 'UK']"
2023-05-24,"NHS waiting lists, Voter ID and measuring divorce","The government has trumpeted a big fall in those waiting over 18 months for hospital treatment in England. But total numbers on waiting lists have hit a new high. Also we look at how much impact the introduction of Voter ID had on turnout in May's English local elections. We ask whether Portugal really has a divorce rate of 94%. And we remember mathematician Dr Vicky Neale of Oxford University, who has died at the age of 39.The government has trumpeted a big fall in those waiting over 18 months for hospital treatment in England. But total numbers on waiting lists have hit a new high. Also we look at how much impact the introduction of Voter ID had on turnout in May's English local elections. We ask whether Portugal really has a divorce rate of 94%. And we remember mathematician Dr Vicky Neale of Oxford University, who has died at the age of 39.
Presenter: Tim HarfordSeries Producer: Jon BithreyReporters: Josephine Casserly, Octavia Woodward, Ellie HouseSound Engineer: James BeardProduction Co-ordinator: Brenda Brown",29 minutes,https://www.bbc.co.uk/programmes/p0fpztgm,"['England', 'Portugal', 'England', 'Portugal']"
2023-05-20,Detecting Bad Science with Data,"For more than a decade there’ve been longstanding concerns about the credibility and reliability of science research. This “bad science” has often stemmed from poor data practice or worse. But statistics can also help us identify and understand some of what’s going wrong, whether that’s selective data-slicing or outright fabrication.
Tim Harford talks to writer and broadcaster Michael Blastland about his new BBC radio documentary ‘The Truth Police’, which hears from the outsiders who are calling out fraud, malpractice and incompetence in science.
Presenter: Tim HarfordProducer: Nathan GowerEditor: Richard VadonProgramme Coordinator: Brenda BrownSound Engineer: James Beard",10 minutes,https://www.bbc.co.uk/programmes/p0fpb87t,[]
2023-05-13,Do 94% of marriages in Portugal really end in divorce?,"Portugal has a divorce rate of 94% and India just 1%, according to a social media post about divorce in 33 countries that has gone viral. But how are these figures calculated and what do they really tell us about the quality and endurance of marriage? We investigate with guests Marina Adshade, assistant professor at the Vancouver School of Economics and Dr Cheng-Tong Lir Wang of the Institute for the Future in San Francisco.
Presenter: Ben CarterProducers: Octavia Woodward and Jon BithreyEditor: Richard VadonProduction Co-ordinator: Brenda BrownSound Engineer: Neil Churchill",10 minutes,https://www.bbc.co.uk/programmes/p0fn0lnw,"['Portugal', 'India', 'Marina Adshade', 'San Francisco']"
2023-05-06,Why is life expectancy falling in the USA?,"The average life expectancy of Americans is shrinking at an alarming rate.
Between 2019 and 2021, a staggering 2.7 years has been shaved off, leaving the revised figure at 76.1 years - the lowest it’s been in more than two decades.
It also sees the U.S. rank 46th in the global life expectancy charts, behind Estonia and just a nose ahead of Panama.
Paul Connolly is joined by John Burn Murdoch, Mary Pat Campbell and Dr Nick Mark to discuss why, on average, citizens of the world’s richest country are dying so young.",10 minutes,https://www.bbc.co.uk/programmes/p0fldqhb,"['Americans', 'U.S.', 'Estonia', 'Panama']"
2023-04-29,How much is the Coronation crown worth?,"Consisting of 2 kilograms of gold and 444 gemstones, the iconic St Edward’s Crown will play a central role in the coronation of King Charles III, as it has for many of his predecessors. There has been much speculation as to what the value of the centrepiece of the Crown Jewels really is.
Charlotte McDonald talks to Dr Anna Keay, historian and author of The Crown Jewels - the Official History, and Alan Hart, CEO of the Gemmological Association of Great Britain. Together they break down what we know about the crown’s cost to make in the 17th century and what it might be worth today.",10 minutes,https://www.bbc.co.uk/programmes/p0fkdz6b,[]
2023-04-22,The Pentagon Leaks and Fox News,"The leaking of US intelligence documents and the arrest of a 21 year old airman who authorities believe to be responsible has caused a media and diplomatic storm. We look at how the leaks were reported by primetime Fox News host Tucker Carlson, who said seven Ukrainian troops are dying for every one Russian, contrary to most estimates. And we examine an advert Fox News took out claiming to be the American TV network most trusted for news. With guests Aric Toler from investigative journalism site Bellingcat, data journalist and author G. Elliott Morris and BBC correspondent Olga Ivshina.",10 minutes,https://www.bbc.co.uk/programmes/p0fj3s84,"['US', 'Ukrainian', 'Russian']"
2023-04-15,How accurate is baby's due date?,"Paul Connolly is expecting his second child, and the due date is just under two weeks away. In hopes of easing his anxiety every time the phone rings , he is joined by Professor Asma Khalil, Professor Chris Pettker and Doctor Melissa Wong to discover exactly how accurate his baby's due date is...
Presenter: Paul Connolly Researcher: Octavia Woodward Editor: Richard VadonSound Engineer: Graham PuddifootProduction Co-ordinator: Brenda Brown",10 minutes,https://www.bbc.co.uk/programmes/p0fgs1py,[]
2023-04-08,How to better understand and explain numbers,"The covid-19 pandemic has brought the use of statistics into everyday life in a way never seen before. Tim Harford talks to Professor Oliver Johnson, author of Numbercrunch: A Mathematician’s Toolkit for Making Sense of Your World, about his visual presentation of covid-19 related figures on Twitter and how we can all improve our understanding and use of numbers.",10 minutes,https://www.bbc.co.uk/programmes/p0ff14xc,"['Mathematician', 'covid-19']"
2023-04-01,A groundbreaking new proof for Pythagoras’ Theorem?,"Pythagoras’ Theorem, explaining the relationship between the three sides of a right angled triangle, is one of the most famous in maths. It’s been studied and put to use for thousands of years. Now two US high school students say they’ve found a new trigonometric proof for the theorem, something many in the mathematical community believe to be impossible. We discuss Pythagoras’ Theorem, the importance of proofs in maths and the chances of this being a real breakthrough with mathematician, author and YouTuber Matt Parker.",10 minutes,https://www.bbc.co.uk/programmes/p0fd5x9r,['US']
2023-03-25,Covid vaccines and false claims about miscarriage,"Misinformation around covid-19 and vaccines is rife and as the data available increases, so do often misleading and even wild claims. This week More or Less examines multiple viral claims that the Covid 19 mRNA vaccines increase the risk of miscarriage. To explain where these incorrect figures come from and what the science actually tells us, we are joined by Dr Viki Male, senior lecturer in reproductive immunology at Imperial College London.
Presenter: Charlotte McDonald,Producers: Octavia Woodward and Jon BithreyEditor: Richard VadonSound Engineer: John ScottProduction Co-ordinator: Helena Warwick-Cross
(Photo by Matthew Horwood/Getty Images)",10 minutes,https://www.bbc.co.uk/programmes/p0fbsxy2,[]
2023-03-18,Silicon Valley Bank: a very modern bank run,"After the collapse of Silicon Valley Bank sent jitters through the financial system, Duncan Weldon explains how it’s just the latest in the long history of bank runs.
He talks to financial analyst and former banking regulator Dan Davies - author of ‘Lying for Money’ - to understand how bank runs happen, and what the repercussions of this very modern bank run might be for the global financial system.
Presenter: Duncan WeldonProducer: Nathan GowerEditor: Richard VadonProgramme Coordinators: Helena Warwick-CrossSound Engineer: Neva Missirian
(Photo credit: Reuters)",10 minutes,https://www.bbc.co.uk/programmes/p0f9djv8,[]
2023-03-11,Do fungi kill three times as many people as malaria?,"The smash hit TV show and video game ‘The Last of Us’ has spawned lots of curiosity about how worried we should be about the relatively unknown world of fungi. A figure in a recent BBC online article stated that fungal infections kill around 1.7 million people a year, about three times as many as malaria. In this episode we look at the both the global fight against malaria and David Denning, Professor of Infectious Diseases and Global Health at the University of Manchester explains the risks posed by fungal infections globally.",9 minutes,https://www.bbc.co.uk/programmes/p0f820pq,['Us']
